"","CountID","CountName","State","Country","Lat","Lng","cell"
"138",253,"Dearborn, MI.","MI","USA",42.32,-83.22,619
"139",254,"Decatur Co., TN.","TN","USA",35.6278,-88.0338,673
"140",255,"Deep Portage, MN.","MN","USA",46.8995,-94.3849,534
"141",256,"Delaware County, IN.","IN","USA",40.2,-85.4,646
"142",258,"Delaware County, PA.","PA","USA",39.93,-75.35,649
"143",259,"Delmarva Tip, VA.","VA","USA",37.2024,-75.9576,676
"144",260,"Delta National Forest, MS.","MS","USA",32.7597,-90.7558,699
"145",261,"DeSoto National Forest, MS.","MS","USA",30.85,-88.98,727
"146",262,"Devil's Hammock, FL.","FL","USA",29.3112,-82.6979,3672
"147",265,"Dismal Swamp, VA.","VA","USA",36.6718,-76.483,676
"148",266,"Disney Wilderness Preserve, FL.","FL","USA",28.124,-81.4082,3700
"149",269,"Dubuque, IA.","IA","USA",42.4833,-90.7,590
"150",271,"Duke Farms, NJ.","NJ","USA",40.6096,-74.6891,649
"151",272,"Durham, NC.","NC","USA",36.0935,-78.9008,703
"152",276,"East Glastonbury, CT.","CT","USA",41.6667,-72.5333,622
"153",277,"East Haddam, CT.","CT","USA",41.48,-72.4,622
"154",279,"Eastern Fairfield/Western New Haven County, CT.","CT","USA",41.32,-73.2,622
"155",283,"Eglin Air Force Base, FL.","FL","USA",30.45,-86.55,3671
"156",287,"El Dorado Springs, MO.","MO","USA",37.75,-94,616
"157",288,"Eliot Pratt Education Center, CT.","CT","USA",41.5,-73.47,622
"158",289,"Elizabethton, TN.","TN","USA",36.3626,-82.1324,702
"159",290,"Elizabethtown, NY.","NY","USA",44.22,-73.6,594
"160",291,"Elizabethville, PA.","PA","USA",40.57,-76.83,649
"161",293,"Elliott Key, FL.","FL","USA",25.4161,-80.2043,3727
"162",295,"Emmet and Cheboygan Counties, MI.","MI","USA",45.4345,-84.7508,564
"163",296,"Emporium, PA.","PA","USA",41.58,-78.18,621
"164",298,"Essex County, VT.","VT","USA",44.76,-71.73,567
"165",300,"Fairfield, IA.","IA","USA",41.02,-91.95,589
"166",301,"Fairhope, AL.","AL","USA",30.53,-87.83,727
"167",304,"Falling Waters, FL.","FL","USA",30.7463,-85.5098,728
"168",305,"Falmouth, MA.","MA","USA",41.6095,-70.585,736
"169",306,"Farmington Hills, MI.","MI","USA",42.4697,-83.3748,619
"170",307,"Farmington Valley, CT.","CT","USA",41.8169,-72.8674,622
"171",309,"Fauquier County, VA.","VA","USA",38.58,-77.75,676
"172",310,"Ferrisburg, eastern half, VT.","VT","USA",44.22,-73.25,594
"173",311,"Ferrisburg, VT.","VT","USA",44.22,-73.25,594
"174",312,"Fields Pond Audubon Center, ME.","ME","USA",44.7384,-68.7277,568
"175",313,"Fincastle, VA.","VA","USA",37.5122,-79.8806,675
"176",314,"Finger Lakes National Forest, NY.","NY","USA",42.529,-76.7908,621
"177",317,"Flamingo, Everglades National Park, FL.","FL","USA",25.1833,-80.85,3727
"178",318,"Florida Caverns State Park, FL.","FL","USA",30.811,-85.2239,728
"179",319,"Folsom, LA.","LA","USA",30.63,-90.18,726
"180",321,"Forman-Kleinpeter, LA.","LA","USA",30.37,-91.03,726
"181",323,"Fort Belvoir, VA.","VA","USA",38.78,-77.25,676
"182",331,"Fox River-Seney, MI.","MI","USA",46.35,-85.95,536
"183",332,"Foxboro, MA.","MA","USA",42.08,-71.25,595
"184",333,"Francis Marion National Forest, SC.","SC","USA",33.1408,-79.4754,730
"185",337,"Furnace Hills, PA.","PA","USA",40.2262,-76.3027,649
"186",338,"Galloway Township, NJ.","NJ","USA",39.485,-74.5605,649
"187",339,"Galveston Island, TX.","TX","USA",29.27,-94.75,725
"188",340,"Galveston, TX.","TX","USA",29.33,-94.83,725
"189",341,"Gaston County, NC.","NC","USA",35.25,-81.13,702
"190",342,"Geauga Park District, OH.","OH","USA",41.43,-81.02,620
"191",343,"Gettysburg, PA.","PA","USA",39.83,-77.23,648
"192",345,"Gilchrist Co., FL.","FL","USA",29.7267,-82.8317,3672
"193",346,"Giles County, VA.","VA","USA",37.32,-80.63,675
"194",347,"Gilmanton, WI.","WI","USA",44.4221,-91.6788,562
"195",352,"Glen Helen Nature Preserve, OH.","OH","USA",39.8,-83.88,647
"196",353,"Goethe State Forest, FL.","FL","USA",29.0836,-82.6394,3700
"197",354,"Gogebic County, MI.","MI","USA",46.4167,-90.0333,535
"198",354,"Gogebic County, MI.","MI","USA",46.42,-90.03,535
"199",360,"Grand Isle, LA.","LA","USA",29.23,-90,726
"200",363,"Granville, OH.","OH","USA",40.05,-82.53,647
"201",365,"Gratiot-Saginaw, MI.","MI","USA",43.2486,-84.409,591
"202",366,"Great Dismal Swamp, NC-VA.","NC","USA",36.65,-77.5,676
"203",368,"Great Swamp, NJ.","NJ","USA",40.78,-74.4624,622
"204",369,"Great Swamp, RI.","RI","USA",41.43,-71.57,736
"205",370,"Greater Muskegon, MI.","MI","USA",43.2342,-86.1643,591
"206",371,"Greater Peoria, IL.","IL","USA",40.75,-89.68,617
"207",372,"Green Bottom, Cabell County, WV.","WV","USA",38.5,-82.18,647
"208",373,"Green River Wildlife Area, IL.","IL","USA",41.585,-89.5161,590
"209",374,"Greenbrook Sanctuary, NJ.","NJ","USA",40.9144,-73.9327,622
"210",375,"Greene County, OH.","OH","USA",39.6,-83.97,646
"211",376,"Greene County, VA.","VA","USA",38.3,-78.42,676
"212",377,"Greenwich Audubon Center, CT.","CT","USA",41.07,-73.68,622
"213",378,"Grindstone Mountain, TN.","TN","USA",35.0833,-85.05,701
"214",378,"Grindstone Mountain, TN.","TN","USA",35.0834,-85.0586,701
"215",383,"Haliburton Highlands, ON, Canada.","ON","CND",44.8787,-78.6811,593
"216",383,"Haliburton Highlands, ON, Canada.","ON","CND",44.8833,-78.6833,593
"217",384,"Halifax, NS, Canada.","NS","CND",44.7667,-63.7,739
"218",386,"Halls Mills, NY.","NY","USA",41.8927,-74.5859,622
"219",387,"Harford County (Churchville), MD.","MD","USA",39.55,-76.23,649
"220",389,"Harper's Ferry, WV.","WV","USA",39.33,-77.73,648
"221",390,"Harris Neck National Wildlife Refuge, GA.","GA","USA",31.6833,-81.3,3673
"222",393,"Hattiesburg, MS.","MS","USA",31.3072,-89.3166,727
"223",394,"Hawk Mountain, PA.","PA","USA",40.5833,-75.9167,649
"224",398,"Helderberg, NY.","NY","USA",42.5667,-74.0167,622
"225",399,"Hendricks, PA.","PA","USA",40.33,-75.47,649
"226",400,"Henry County, IN.","IN","USA",39.92,-85.35,646
"227",401,"Herkimer, NY.","NY","USA",43.1167,-74.9817,594
"228",403,"Hernando County - West, FL.","FL","USA",28.55,-82.57,3700
"229",404,"High Falls, GA.","GA","USA",33.1787,-84.0179,729
"230",405,"High Island, TX.","TX","USA",29.55,-94.47,725
"231",407,"High Springs, FL.","FL","USA",29.8475,-82.5846,3672
"232",408,"Highlands Hammock, FL.","FL","USA",27.4343,-81.564,3700
"233",410,"Hillsdale, MI.","MI","USA",41.8544,-84.593,619
"234",412,"Hiram, ME.","ME","USA",43.92,-70.73,595
"235",413,"Hobcaw Barony, SC.","SC","USA",33.4312,-79.1645,730
"236",414,"Hog Island, ON, Canada.","ON","CND",45.842,-76.9158,566
"237",416,"Homestead #1, FL.","FL","USA",25.42,-80.42,3727
"238",420,"Horseshoe Lake, IL.","IL","USA",38.695,-90.0915,645
"239",425,"Huntington, VT.","VT","USA",44.33,-73,567
"240",426,"Huron County, OH.","OH","USA",41.12,-82.7,619
"241",427,"Independence Oaks, MI.","MI","USA",42.74,-83.42,592
"242",428,"Indian Bayou Wildlife Management Area, LA.","LA","USA",30.4066,-91.7088,726
"243",433,"Inwood Hill Park-Manhattan #1, New York, NY.","NY","USA",40.87,-73.92,622
"244",434,"Inwood Hill Park-Manhattan #2, New York, NY.","NY","USA",40.77,-73.97,622
"245",435,"Iowa City, IA.","IA","USA",41.7522,-91.6076,589
"246",437,"Islamorada, FL.","FL","USA",24.9518,-80.5889,3727
"247",438,"Island Ford, VA.","VA","USA",38.3519,-78.6899,676
"248",439,"Islesboro, Waldo County, ME.","ME","USA",44.35,-68.9,568
"249",441,"Ithaca, NY.","NY","USA",42.52,-76.55,621
"250",443,"Jamaica Bay Wildlife Refuge, NY.","NY","USA",40.62,-73.83,622
"251",446,"Jefferson County Glades, MO.","MO","USA",38.2,-90.53,645
"252",447,"Jefferson County, WV.","WV","USA",39.22,-77.83,648
"253",448,"Johnson County, IA.","IA","USA",41.67,-91.53,589
"254",449,"Johnson County, IN.","IN","USA",39.48,-86.07,646
"255",451,"Judson College, AL.","AL","USA",32.83,-87.17,728
"256",454,"Kalamazoo Nature Center, MI.","MI","USA",42.35,-85.45,591
"257",455,"Kanata, ON, Canada.","ON","CND",45.35,-75.92,566
"258",460,"Kennedy-Dells Park, NY.","NY","USA",41.17,-74,622
"259",461,"Kenosha, WI.","WI","USA",42.62,-87.87,591
"260",462,"Kent County, RI.","RI","USA",41.87,-71.52,595
"261",466,"Key Largo, FL.","FL","USA",25.1761,-80.3696,3727
"262",469,"Killarney Provincial Park, ON, Canada.","ON","CND",46.0139,-81.4046,565
"263",470,"Killbuck Marsh State Wildlife Area, OH.","OH","USA",40.71,-81.953,647
"264",473,"Kissimmee Prairie Sanctuary, FL.","FL","USA",27.5526,-80.9813,3700
"265",477,"La Porte County, IN.","IN","USA",41.6167,-86.8252,618
"266",477,"La Porte County, IN.","IN","USA",41.62,-86.8,618
"267",482,"Lake Blackshear, GA.","GA","USA",31.964,-83.8869,729
"268",486,"Lake Dore, ON, Canada.","ON","CND",45.64,-77.08,566
"269",487,"Lake Louisa State Park, FL.","FL","USA",28.4997,-81.7187,3700
"270",488,"Lake of the Pines, TX.","TX","USA",32.8,-94.6,698
"271",489,"Lake Placid, NY.","NY","USA",44.25,-73.9833,594
"272",492,"Lakehurst, NJ.","NJ","USA",40,-74.37,649
"273",493,"Lakes Regional Park, FL.","FL","USA",26.52,-81.88,3727
"274",495,"LaPlatte Marsh, VT.","VT","USA",44.39,-73.23,567
"275",496,"LaSalle County, IL.","IL","USA",41.2,-88.95,618
"276",497,"Laurentian Divide, MN.","MN","USA",47.5667,-92.5333,507
"277",499,"Lee County, FL.","FL","USA",26.65,-81.85,3727
"278",500,"Lehigh Valley Conservancy/Mariton Reserve, PA.","PA","USA",40.6,-75.2,649
"279",502,"Letchworth State Park, NY.","NY","USA",42.6573,-77.9713,621
"280",504,"Lexington, KY.","KY","USA",37.92,-84.47,674
"281",505,"Lexington, VA.","VA","USA",37.848,-79.477,675
"282",506,"Lima, OH.","OH","USA",40.75,-84.07,619
"283",510,"Little Buffalo State Park, PA.","PA","USA",40.38,-77.13,648
"284",511,"Lockett Crossing, GA.","GA","USA",31.58,-84.22,3672
"285",513,"Long Point, ON, Canada.","ON","CND",42.6167,-80.3833,620
"286",514,"Long Pond, PA.","PA","USA",41.05,-75.45,621
"287",515,"Lookout Mountain, GA.","GA","USA",34.8074,-85.3893,701
"288",515,"Lookout Mountain, GA.","GA","USA",34.8167,-85.4,701
"289",520,"Louisiana Nature Center, New Orleans, LA.","LA","USA",30.03,-89.95,726
"290",522,"Lower Bucks County, PA.","PA","USA",42.03,-75,622
"291",524,"Lower Penobscot, ME.","ME","USA",44.5466,-68.8999,568
"292",525,"Lower Pioneer Valley, MA.","MA","USA",42.1333,-72.55,622
"293",528,"Lumber River State Park, NC.","NC","USA",34.8382,-79.3493,703
"294",529,"MacGregor Point Provincial Park, ON, Canada.","ON","CND",44.3731,-81.4384,592
"295",531,"Madison, WI.","WI","USA",43.0899,-89.3838,590
"296",532,"Madison/Old Lyme, CT.","CT","USA",41.28,-72.44,622
"297",535,"Maidens, VA.","VA","USA",37.6423,-77.9575,676
"298",537,"Manassas-Bullrun, VA.","VA","USA",38.83,-77.43,676
"299",538,"Manatee County - East, FL.","FL","USA",27.33,-82.03,3700
"300",539,"Manatee County - West, FL.","FL","USA",27.5,-82.47,3700
"301",540,"Manion Corners, ON, Canada.","ON","CND",45.2565,-76.0653,566
"302",541,"Manitoulin Island, ON, Canada.","ON","CND",45.8333,-82.75,564
"303",544,"Marion County, IL.","IL","USA",38.77,-88.82,645
"304",546,"Mariton Wildlife Sanctuary, PA.","PA","USA",40.6093,-75.2044,649
"305",548,"Marple, PA.","PA","USA",39.95,-75.38,649
"306",549,"Martha LaFite Thompson Nature Sanctuary, MO.","MO","USA",39.32,-94.3133,616
"307",550,"Martha's Vineyard, MA.","MA","USA",41.3667,-70.6333,736
"308",552,"Mary Gray Bird Sanctuary, IN.","IN","USA",39.5765,-85.2072,646
"309",556,"McCormick's Creek State Park, IN.","IN","USA",39.28,-86.7,646
"310",558,"McGraw Wildlife Foundation, IL.","IL","USA",42.07,-88.13,590
"311",559,"McNair, MN.","MN","USA",47.32,-91.6717,535
"312",560,"Medford, WI.","WI","USA",45.25,-90.27,535
"313",563,"Meeman-Shelby Forest, TN,","TN","USA",35.3439,-90.0327,672
"314",563,"Meeman-Shelby Forest, TN,","TN","USA",35.35,-90.0167,672
"315",564,"Mercer, NJ.","NJ","USA",40.2694,-74.7663,649
"316",565,"Meriden, CT.","CT","USA",41.5243,-72.7448,622
"317",570,"Metro New Orleans, LA.","LA","USA",29.9416,-90.112,726
"318",571,"Miami County, OH.","OH","USA",40.17,-84.42,619
"319",572,"Middleboro, MA.","MA","USA",41.92,-70.97,595
"320",574,"Milwaukee County (Riverside), WI.","WI","USA",43.13,-88.03,590
"321",576,"Missisquoi County, QC, Canada.","QC","CND",45.13,-72.8,567
"322",577,"Mississippi Museum of Natural History, MS.","MS","USA",32.3995,-90.1,699
"323",578,"Mohawk Dam, OH.","OH","USA",40.4245,-82.0821,647
"324",580,"Monastery-Panola-Arabia Mountains, GA.","GA","USA",33.6167,-84.0667,729
"325",580,"Monastery-Panola-Arabia Mountains, GA.","GA","USA",33.6191,-84.0804,729
"326",581,"Monroe/Brown, IN.","IN","USA",39.094,-86.3277,646
"327",582,"Monroeville, PA.","PA","USA",40.45,-79.77,648
"328",583,"Montello, WI.","WI","USA",43.73,-89.4,563
"329",585,"Montgomery County, VA.","VA","USA",37.17,-80.48,675
"330",586,"Monticello, NY.","NY","USA",41.5684,-74.6321,622
"331",587,"Montour Preserve, PA.","PA","USA",41.0632,-76.5479,621
"332",588,"Moose Lake State Park, MN.","MN","USA",46.4393,-92.7304,534
"333",591,"Mount Desert Island, ME.","ME","USA",44.33,-68.33,568
"334",594,"Mount Magazine, AR.","AR","USA",35.17,-93.63,671
"335",597,"Mount Snow, VT.","VT","USA",42.9682,-72.8946,595
"336",598,"Mount Washington, Coos County, NH.","NH","USA",44.27,-71.3,595
"337",599,"Mud Lake, WI.","WI","USA",43.4118,-89.3044,590
"338",600,"Muriel Shirey Memorial, MN.","MN","USA",46.7767,-92.125,535
"339",601,"Muscatatuck National Wildlife Refuge, IN.","IN","USA",38.95,-85.8,646
"340",602,"Muskoka, ON, Canada.","ON","CND",45.0219,-79.6196,593
"341",603,"Muttontown, NY.","NY","USA",40.853,-73.5352,622
"342",604,"Mystic/New London, CT.","CT","USA",41.32,-72.08,622
"343",605,"Nags Head Woods, NC.","NC","USA",35.98,-75.66,733
"344",606,"Nassawango Creek, MD.","MD","USA",38.229,-75.4714,676
"345",608,"Neal Smith National Wildlife Refuge, IA.","IA","USA",41.53,-93.27,589
"346",610,"Neillsville, WI.","WI","USA",44.52,-90.52,562
"347",611,"Nevis, MN.","MN","USA",46.9495,-94.7646,534
"348",611,"Nevis, MN.","MN","USA",46.985,-94.8437,534
"349",612,"New Hope, PA.","PA","USA",40.33,-74.92,649
"350",613,"New London, CT.","CT","USA",41.3,-72.1,622
"351",614,"Newaygo County, MI.","MI","USA",43.45,-85.68,591
"352",615,"Newport (Aquidneck Island), RI.","RI","USA",41.53,-71.27,736
"353",617,"Nine Mile, WI.","WI","USA",44.92,-89.7,563
"354",620,"Nixon Park, PA.","PA","USA",39.8854,-76.7322,649
"355",622,"North Delaware (Wilmington), DE.","DE","USA",39.7153,-75.6416,649
"356",623,"North Eastham, MA.","MA","USA",41.86,-69.99,736
"357",626,"North Hero, VT.","VT","USA",44.92,-73.15,567
"358",627,"North Montpelier, VT.","VT","USA",44.32,-72.47,567
"359",628,"North Mountain, PA.","PA","USA",41.32,-76.17,621
"360",629,"North Park Village, IL.","IL","USA",41.98,-87.68,618
"361",630,"Northampton, MA.","MA","USA",42.3751,-72.6043,622
"362",632,"Northern Calvert County, MD.","MD","USA",38.6,-76.62,676
"363",633,"Northern Fairfax County, VA.","VA","USA",38.95,-77.2,676
"364",634,"Northern Kettle Moraine, WI.","WI","USA",43.665,-88.1603,563
"365",636,"Northern Shenandoah, VA.","VA","USA",38.85,-78.28,676
"366",639,"Noxubee National Wildlife Refuge, MS.","MS","USA",33.2783,-88.7929,700
"367",641,"Ocala National Forest - North, FL.","FL","USA",29.38,-81.75,3700
"368",642,"Occoquan Bay, VA.","VA","USA",38.6392,-77.2404,676
"369",644,"Ocoee, TN.","TN","USA",35.1556,-84.5755,701
"370",645,"Ocracoke, NC.","NC","USA",35.15,-75.88,733
"371",646,"Ohio River Islands, WV.","WV","USA",39.4,-81.22,647
"372",647,"Okeechobee, FL.","FL","USA",27.2898,-80.8282,3700
"373",648,"Okefenokee National Wildlife Refuge, GA.","GA","USA",30.85,-82.02,3673
"374",650,"Olivet, MI.","MI","USA",42.4628,-84.9286,591
"375",654,"Orange, TX.","TX","USA",30.07,-93.9,725
"376",656,"Orillia, ON, Canada.","ON","CND",44.63,-79.38,593
"377",657,"Osceola National Forest, FL.","FL","USA",30.28,-82.48,3672
"378",658,"Oshawa, ON, Canada.","ON","CND",44.0181,-78.9258,593
"379",662,"Outagamie County, WI.","WI","USA",44.47,-88.42,563
