"","cell","Lat","Lng","CountID","SurveyID","ObsYear","ObsMonth","doy","group","abund.bph","log.abund","SR"
"36",507,47.5667,-92.5333,497,12880,2017,7,185,"RP",0.833333333333333,-0.182321556793955,2
"37",507,47.7833,-91.9167,1077,8555,2009,7,183,"RL",7.07692307692308,1.9568392195875,9
"38",507,47.7833,-91.9167,1077,8555,2009,7,183,"RP",1.07692307692308,0.074107972153722,2
"39",507,47.7833,-91.9167,1077,9560,2011,7,183,"RE",1.71428571428571,0.538996500732687,1
"40",507,47.7833,-91.9167,1077,9560,2011,7,183,"RL",6.14285714285714,1.81528996663825,9
"41",507,47.7833,-91.9167,1077,9560,2011,7,183,"RP",3,1.09861228866811,2
"42",507,47.7833,-91.9167,1077,10016,2012,7,184,"RE",16.6666666666667,2.81341071676004,1
"43",507,47.7833,-91.9167,1077,10016,2012,7,184,"RL",12.8888888888889,2.55636561377015,8
"44",507,47.7833,-91.9167,1077,10016,2012,7,184,"RP",1.55555555555556,0.441832752279039,1
"45",507,47.7833,-91.9167,1077,10563,2013,7,184,"RL",11.6666666666667,2.4567357728213,11
"46",507,47.7833,-91.9167,1077,10563,2013,7,184,"RP",6.33333333333333,1.84582669049833,3
"47",507,47.7833,-91.9167,1077,11471,2015,7,183,"RE",5.83333333333333,1.76358859226136,1
"48",507,47.7833,-91.9167,1077,11471,2015,7,183,"RL",6.5,1.87180217690159,10
"49",507,47.7833,-91.9167,1077,11471,2015,7,183,"RP",0.833333333333333,-0.182321556793955,1
"50",534,44.85,-93.6,159,5564,2002,7,207,"RE",2.625,0.965080896043587,1
"51",534,44.85,-93.6,159,5564,2002,7,207,"RL",54.25,3.99360299242057,14
"52",534,44.85,-93.6,159,5564,2002,7,207,"RP",4.5,1.50407739677627,4
"53",534,44.85,-93.6,159,5568,2003,7,207,"RL",3.28571428571429,1.18958406687384,10
"54",534,44.85,-93.6,159,5568,2003,7,207,"RP",4.42857142857143,1.48807705542983,5
"55",534,44.85,-93.6,159,5732,2001,7,210,"RL",6.07142857142857,1.80359392687506,8
"56",534,44.85,-93.6,159,5732,2001,7,210,"RP",2.28571428571429,0.826678573184468,4
"57",534,44.85,-93.6,159,5763,2000,7,212,"RL",9.25,2.22462355152433,9
"58",534,44.85,-93.6,159,5763,2000,7,212,"RP",10,2.30258509299405,5
"59",534,45.0903,-93.1667,1229,2693,2003,7,187,"RE",8.22222222222222,2.10684051586795,5
"60",534,45.0903,-93.1667,1229,2693,2003,7,187,"RL",74.4444444444444,4.31005313504879,13
"61",534,45.0903,-93.1667,1229,2693,2003,7,187,"RP",0.888888888888889,-0.117783035656384,2
"62",534,45.0903,-93.1667,1229,3022,2000,7,190,"RE",1.5,0.405465108108164,2
"63",534,45.0903,-93.1667,1229,3022,2000,7,190,"RL",36,3.58351893845611,12
"64",534,45.0903,-93.1667,1229,3022,2000,7,190,"RP",4,1.38629436111989,5
"65",534,45.0903,-93.1667,1229,3061,2001,7,189,"RE",4,1.38629436111989,4
"66",534,45.0903,-93.1667,1229,3061,2001,7,189,"RL",101.777777777778,4.62279178733791,15
"67",534,45.0903,-93.1667,1229,3061,2001,7,189,"RP",3.33333333333333,1.20397280432594,5
"68",534,45.0903,-93.1667,1229,3252,2005,7,190,"RE",0.25,-1.38629436111989,1
"69",534,45.0903,-93.1667,1229,3252,2005,7,190,"RL",23.25,3.14630513203337,13
"70",534,45.0903,-93.1667,1229,3252,2005,7,190,"RP",1.5,0.405465108108164,5
"71",534,45.0903,-93.1667,1229,3425,2004,7,192,"RE",0.666666666666667,-0.405465108108164,2
"72",534,45.0903,-93.1667,1229,3425,2004,7,192,"RL",34,3.52636052461616,12
"73",534,45.0903,-93.1667,1229,3425,2004,7,192,"RP",0.222222222222222,-1.50407739677627,1
"74",534,45.0903,-93.1667,1229,4211,2002,7,195,"RE",0.444444444444444,-0.810930216216329,2
"75",534,45.0903,-93.1667,1229,4211,2002,7,195,"RL",75.1111111111111,4.31896849870675,13
"76",534,45.0903,-93.1667,1229,4211,2002,7,195,"RP",1.77777777777778,0.575364144903562,3
"77",534,45.0903,-93.1667,1229,6379,2006,7,189,"RL",58.25,4.06474409244581,14
"78",534,45.0903,-93.1667,1229,6379,2006,7,189,"RP",0.75,-0.287682072451781,2
"79",534,45.0903,-93.1667,1229,7159,2007,6,181,"RE",1.5,0.405465108108164,2
"80",534,45.0903,-93.1667,1229,7159,2007,6,181,"RL",91.5,4.51633897228148,18
"81",534,45.0903,-93.1667,1229,7159,2007,6,181,"RP",2.25,0.810930216216329,4
"82",534,45.0903,-93.1667,1229,8052,2008,6,181,"RE",2.875,1.05605267424931,1
"83",534,45.0903,-93.1667,1229,8052,2008,6,181,"RL",3,1.09861228866811,11
"84",534,45.0903,-93.1667,1229,8052,2008,6,181,"RP",0.875,-0.133531392624523,2
"85",534,45.0903,-93.1667,1229,8548,2009,6,178,"RE",5.5,1.70474809223843,2
"86",534,45.0903,-93.1667,1229,8548,2009,6,178,"RL",12.8333333333333,2.55204595262563,10
"87",534,45.0903,-93.1667,1229,8548,2009,6,178,"RP",2.16666666666667,0.773189888233482,4
"88",534,45.0903,-93.1667,1229,9188,2010,6,177,"RE",2.125,0.75377180237638,1
"89",534,45.0903,-93.1667,1229,9188,2010,6,177,"RL",12.875,2.5552874465498,10
"90",534,45.0903,-93.1667,1229,9188,2010,6,177,"RP",1.125,0.117783035656383,3
"91",534,45.0903,-93.1667,1229,10215,2012,6,182,"RE",0.666666666666667,-0.405465108108164,2
"92",534,45.0903,-93.1667,1229,10215,2012,6,182,"RL",18.6666666666667,2.92673940206704,11
"93",534,45.0903,-93.1667,1229,10215,2012,6,182,"RP",2.44444444444444,0.893817876022096,3
"94",534,45.0903,-93.1667,1229,10734,2013,6,181,"RE",0.666666666666667,-0.405465108108164,2
"95",534,45.0903,-93.1667,1229,10734,2013,6,181,"RL",5.77777777777778,1.75401914124521,7
"96",534,45.0903,-93.1667,1229,10734,2013,6,181,"RP",1.77777777777778,0.575364144903562,2
"97",534,45.0903,-93.1667,1229,10973,2014,7,184,"RE",1,0,2
"98",534,45.0903,-93.1667,1229,10973,2014,7,184,"RL",11.75,2.46385324059017,9
"99",534,45.0903,-93.1667,1229,10973,2014,7,184,"RP",2,0.693147180559945,2
"100",534,45.0903,-93.1667,1229,11627,2015,6,178,"RE",4.28571428571429,1.45528723260684,2
"101",534,45.0903,-93.1667,1229,11627,2015,6,178,"RL",19.1428571428571,2.9519296508956,15
"102",534,45.0903,-93.1667,1229,11627,2015,6,178,"RP",2.71428571428571,0.998528830111127,4
"103",534,45.0903,-93.1667,1229,12521,2016,7,191,"RE",0.285714285714286,-1.25276296849537,1
"104",534,45.0903,-93.1667,1229,12521,2016,7,191,"RL",7.14285714285714,1.96611285637283,12
"105",534,45.0903,-93.1667,1229,12521,2016,7,191,"RP",0.857142857142857,-0.154150679827258,4
"106",534,45.0903,-93.1667,1229,13014,2017,7,189,"RL",8.75,2.16905370036952,13
"107",534,45.0903,-93.1667,1229,13014,2017,7,189,"RP",2,0.693147180559945,3
"108",534,45.8455,-92.6062,231,5563,2001,7,207,"RE",50.6686478454681,3.92530733362688,8
"109",534,45.8455,-92.6062,231,5563,2001,7,207,"RL",112.927191679049,4.72674328962374,22
"110",534,45.8455,-92.6062,231,5563,2001,7,207,"RP",1.33729569093611,0.290649433679583,3
"111",534,45.8455,-92.6062,231,5570,2003,7,207,"RE",35.1351351351351,3.5592016308054,6
"112",534,45.8455,-92.6062,231,5570,2003,7,207,"RL",110.42471042471,4.70433393510841,26
"113",534,45.8455,-92.6062,231,5570,2003,7,207,"RP",0.772200772200772,-0.258510695151501,3
"114",534,45.8455,-92.6062,231,5627,2000,7,209,"RE",27.4509803921569,3.31240188287902,5
"115",534,45.8455,-92.6062,231,5627,2000,7,209,"RL",101.56862745098,4.6207347025292,22
"116",534,45.8455,-92.6062,231,5627,2000,7,209,"RP",0.196078431372549,-1.62924053973028,1
"117",534,45.8455,-92.6062,231,5734,2002,7,210,"RE",39.6351575456053,3.67971654119242,6
"118",534,45.8455,-92.6062,231,5734,2002,7,210,"RL",120.232172470978,4.78942464411558,25
"119",534,45.8455,-92.6062,231,5734,2002,7,210,"RP",2.32172470978441,0.842310318876165,3
"120",534,45.8455,-92.6062,231,5740,2005,7,210,"RE",27.9661016949153,3.33099312298891,5
"121",534,45.8455,-92.6062,231,5740,2005,7,210,"RL",80.3389830508474,4.3862549707834,27
"122",534,45.8455,-92.6062,231,5740,2005,7,210,"RP",2.88135593220339,1.05826099314454,3
"123",534,45.8455,-92.6062,231,5807,2004,7,213,"RE",34.5826235093697,3.54335134520178,6
"124",534,45.8455,-92.6062,231,5807,2004,7,213,"RL",114.991482112436,4.74485805703253,25
"125",534,45.8455,-92.6062,231,5807,2004,7,213,"RP",1.0221465076661,0.0219048353880498,2
"126",534,45.8455,-92.6062,231,6384,2006,7,208,"RE",12.6666666666667,2.53897387105828,5
"127",534,45.8455,-92.6062,231,6384,2006,7,208,"RL",38.2222222222222,3.64341708003718,20
"128",534,45.8455,-92.6062,231,6384,2006,7,208,"RP",4.22222222222222,1.44036158239017,3
"129",534,45.8455,-92.6062,231,7164,2007,7,202,"RE",15.6666666666667,2.75153531304195,7
"130",534,45.8455,-92.6062,231,7164,2007,7,202,"RL",36.8333333333333,3.6064032322897,25
"131",534,45.8455,-92.6062,231,7164,2007,7,202,"RP",1.33333333333333,0.287682072451781,3
"132",534,45.8455,-92.6062,231,8247,2008,7,208,"RE",9.23076923076923,2.22254238532051,7
"133",534,45.8455,-92.6062,231,8247,2008,7,208,"RL",50.9230769230769,3.93031619847547,26
"134",534,45.8455,-92.6062,231,8247,2008,7,208,"RP",0.461538461538462,-0.773189888233482,2
"135",534,45.8455,-92.6062,231,8725,2009,7,204,"RE",11.3333333333333,2.42774823594805,9
"136",534,45.8455,-92.6062,231,8725,2009,7,204,"RL",40.5,3.70130197411249,25
"137",534,45.8455,-92.6062,231,8725,2009,7,204,"RP",1.16666666666667,0.154150679827258,4
"138",534,45.8455,-92.6062,231,9275,2010,7,199,"RE",35,3.55534806148941,7
"139",534,45.8455,-92.6062,231,9275,2010,7,199,"RL",89,4.48863636973214,26
"140",534,45.8455,-92.6062,231,9275,2010,7,199,"RP",0.8,-0.22314355131421,3
"141",534,45.8455,-92.6062,231,9752,2011,7,209,"RE",57.2857142857143,4.04805127825126,7
"142",534,45.8455,-92.6062,231,9752,2011,7,209,"RL",97.8571428571429,4.58350868920691,31
"143",534,45.8455,-92.6062,231,9752,2011,7,209,"RP",8.28571428571429,2.11453286149111,5
"144",534,45.8455,-92.6062,231,10261,2012,7,195,"RE",37.2727272727273,3.61826188689998,7
"145",534,45.8455,-92.6062,231,10261,2012,7,195,"RL",137.272727272727,4.9219696570106,29
"146",534,45.8455,-92.6062,231,10261,2012,7,195,"RP",1.27272727272727,0.241162056816888,6
"147",534,45.8455,-92.6062,231,10634,2013,7,209,"RE",27,3.29583686600433,7
"148",534,45.8455,-92.6062,231,10634,2013,7,209,"RL",91,4.51085950651685,29
"149",534,45.8455,-92.6062,231,10634,2013,7,209,"RP",0.8,-0.22314355131421,2
"150",534,45.8455,-92.6062,231,11099,2014,7,207,"RE",49.8333333333333,3.90868410416263,7
"151",534,45.8455,-92.6062,231,11099,2014,7,207,"RL",47.8333333333333,3.86772274653157,25
"152",534,45.8455,-92.6062,231,11099,2014,7,207,"RP",1.33333333333333,0.287682072451781,4
"153",534,45.8455,-92.6062,231,11613,2015,7,204,"RE",27.6923076923077,3.32115467398862,5
"154",534,45.8455,-92.6062,231,11613,2015,7,204,"RL",33.8461538461538,3.52182536945077,25
"155",534,45.8455,-92.6062,231,11613,2015,7,204,"RP",1.23076923076923,0.207639364778245,2
"156",534,45.8455,-92.6062,231,12618,2016,7,205,"RE",32.8,3.4904285153901,7
"157",534,45.8455,-92.6062,231,12618,2016,7,205,"RL",28.8,3.3603753871419,23
"158",534,45.8455,-92.6062,231,12618,2016,7,205,"RP",1.4,0.336472236621213,5
"159",534,45.8455,-92.6062,231,13037,2017,7,205,"RE",11.2307692307692,2.4186572642468,6
"160",534,45.8455,-92.6062,231,13037,2017,7,205,"RL",57.5384615384615,4.05245362051294,24
"161",534,45.8455,-92.6062,231,13037,2017,7,205,"RP",0.307692307692308,-1.17865499634165,2
"162",534,46.4393,-92.7304,588,582,2004,6,171,"RL",14.2105263157895,2.65398297983193,7
"163",534,46.4393,-92.7304,588,582,2004,6,171,"RP",3.15789473684211,1.14990558305566,4
"164",534,46.4393,-92.7304,588,1044,2005,6,176,"RE",1.53846153846154,0.430782916092454,1
"165",534,46.4393,-92.7304,588,1044,2005,6,176,"RL",12.8205128205128,2.55104645229255,13
"166",534,46.4393,-92.7304,588,1044,2005,6,176,"RP",1.02564102564103,0.02531780798429,2
"167",534,46.4393,-92.7304,588,1524,2003,6,180,"RL",17,2.83321334405622,10
"168",534,46.4393,-92.7304,588,1524,2003,6,180,"RP",2,0.693147180559945,3
"169",534,46.4393,-92.7304,588,6376,2006,6,175,"RE",9.11111111111111,2.20949466992803,1
"170",534,46.4393,-92.7304,588,6376,2006,6,175,"RL",31.7777777777778,3.45876723348363,15
"171",534,46.4393,-92.7304,588,6376,2006,6,175,"RP",1.11111111111111,0.105360515657826,3
"172",534,46.4393,-92.7304,588,7156,2007,6,174,"RE",4.72727272727273,1.55334844578306,1
"173",534,46.4393,-92.7304,588,7156,2007,6,174,"RL",24,3.17805383034795,16
"174",534,46.4393,-92.7304,588,7156,2007,6,174,"RP",1.09090909090909,0.0870113769896297,4
"175",534,46.4393,-92.7304,588,8428,2008,6,173,"RL",8.92307692307692,2.18864083364483,10
"176",534,46.4393,-92.7304,588,8428,2008,6,173,"RP",2.46153846153846,0.90078654533819,2
"177",534,46.4393,-92.7304,588,8984,2009,6,171,"RL",11.1666666666667,2.41293315016291,8
"178",534,46.4393,-92.7304,588,8984,2009,6,171,"RP",1,0,3
"179",534,46.4393,-92.7304,588,10362,2012,6,169,"RE",2.14285714285714,0.762140052046897,1
"180",534,46.4393,-92.7304,588,10362,2012,6,169,"RL",19.7142857142857,2.98134353610189,13
"181",534,46.4393,-92.7304,588,10362,2012,6,169,"RP",2.71428571428571,0.998528830111127,3
"182",534,46.4393,-92.7304,588,10895,2013,6,180,"RE",0.142857142857143,-1.94591014905531,1
"183",534,46.4393,-92.7304,588,10895,2013,6,180,"RL",13.2857142857143,2.58668934409794,9
"184",534,46.4393,-92.7304,588,10895,2013,6,180,"RP",1.14285714285714,0.133531392624523,2
"185",534,46.4393,-92.7304,588,11351,2014,6,172,"RL",21.25,3.05635689537043,9
"186",534,46.4393,-92.7304,588,11351,2014,6,172,"RP",7.5,2.01490302054226,3
"187",534,46.4393,-92.7304,588,11687,2015,6,178,"RE",4.22222222222222,1.44036158239017,1
"188",534,46.4393,-92.7304,588,11687,2015,6,178,"RL",20,2.99573227355399,8
"189",534,46.4393,-92.7304,588,11687,2015,6,178,"RP",0.444444444444444,-0.810930216216329,1
"190",534,46.4393,-92.7304,588,12320,2016,6,176,"RE",1.75,0.559615787935423,1
"191",534,46.4393,-92.7304,588,12320,2016,6,176,"RL",14.75,2.69124308278583,9
"192",534,46.4393,-92.7304,588,12320,2016,6,176,"RP",0.75,-0.287682072451781,1
"193",534,46.4393,-92.7304,588,12932,2017,6,173,"RL",13.75,2.62103882411258,9
"194",534,46.4393,-92.7304,588,12932,2017,6,173,"RP",2.25,0.810930216216329,1
"195",534,46.8995,-94.3849,255,2632,2000,7,188,"RL",49.197247706422,3.89583768100713,22
"196",534,46.8995,-94.3849,255,2632,2000,7,188,"RP",1.14678899082569,0.136965855073157,5
"197",534,46.8995,-94.3849,255,2652,2002,7,187,"RE",0.526315789473684,-0.641853886172395,2
"198",534,46.8995,-94.3849,255,2652,2002,7,187,"RL",69.2105263157895,4.23715296544542,22
"199",534,46.8995,-94.3849,255,2652,2002,7,187,"RP",3.94736842105263,1.37304913436987,4
"200",534,46.8995,-94.3849,255,2692,2003,7,187,"RE",1.33333333333333,0.287682072451781,4
"201",534,46.8995,-94.3849,255,2692,2003,7,187,"RL",88.8571428571429,4.48702994368387,26
"202",534,46.8995,-94.3849,255,2692,2003,7,187,"RP",3.9047619047619,1.36219680954083,5
"203",534,46.8995,-94.3849,255,2717,2005,7,187,"RE",0.638977635782748,-0.447885823992117,3
"204",534,46.8995,-94.3849,255,2717,2005,7,187,"RL",24.4728434504792,3.19756407219448,20
"205",534,46.8995,-94.3849,255,2717,2005,7,187,"RP",1.0223642172524,0.022117805253619,5
"206",534,46.8995,-94.3849,255,2830,2001,7,188,"RL",252.233676975945,5.53035594743111,22
"207",534,46.8995,-94.3849,255,2830,2001,7,188,"RP",1.1454753722795,0.135819723142535,4
"208",534,46.8995,-94.3849,255,3085,2004,7,190,"RL",35.049504950495,3.55676148928656,20
"209",534,46.8995,-94.3849,255,3085,2004,7,190,"RP",0.495049504950495,-0.703097511413113,2
"210",534,46.8995,-94.3849,255,6371,2006,7,187,"RL",43.0666666666667,3.76274930268039,20
"211",534,46.8995,-94.3849,255,6371,2006,7,187,"RP",4.26666666666667,1.45083288225746,3
"212",534,46.8995,-94.3849,255,7152,2007,7,186,"RE",1.54545454545455,0.435318071257845,5
"213",534,46.8995,-94.3849,255,7152,2007,7,186,"RL",61.3636363636364,4.11681741807416,28
"214",534,46.8995,-94.3849,255,7152,2007,7,186,"RP",2.09090909090909,0.737598943130779,3
"215",534,46.8995,-94.3849,255,8440,2008,7,183,"RL",132.2,4.88431592741759,20
"216",534,46.8995,-94.3849,255,8440,2008,7,183,"RP",5.2,1.64865862558738,4
"217",534,46.8995,-94.3849,255,8890,2009,7,187,"RE",2,0.693147180559945,4
"218",534,46.8995,-94.3849,255,8890,2009,7,187,"RL",26.1538461538462,3.26399626014867,23
"219",534,46.8995,-94.3849,255,8890,2009,7,187,"RP",0.769230769230769,-0.262364264467491,5
"220",534,46.8995,-94.3849,255,9351,2010,7,187,"RE",0.4,-0.916290731874155,1
"221",534,46.8995,-94.3849,255,9351,2010,7,187,"RL",22.9333333333333,3.13259145627119,17
"222",534,46.8995,-94.3849,255,9351,2010,7,187,"RP",1.73333333333333,0.550046336919272,4
"223",534,46.8995,-94.3849,255,9856,2011,6,180,"RL",36.8571428571429,3.6070494358663,20
"224",534,46.8995,-94.3849,255,9856,2011,6,180,"RP",6,1.79175946922805,3
"225",534,46.8995,-94.3849,255,10432,2012,7,189,"RE",0.785714285714286,-0.241162056816888,4
"226",534,46.8995,-94.3849,255,10432,2012,7,189,"RL",110.857142857143,4.70824237112791,22
"227",534,46.8995,-94.3849,255,10432,2012,7,189,"RP",2,0.693147180559945,7
"228",534,46.8995,-94.3849,255,10803,2013,7,188,"RE",19.5333333333333,2.97212240791486,2
"229",534,46.8995,-94.3849,255,10803,2013,7,188,"RL",45.8,3.82428409112014,22
"230",534,46.8995,-94.3849,255,10803,2013,7,188,"RP",2.93333333333333,1.07613943281605,3
"231",534,46.8995,-94.3849,255,11135,2014,7,186,"RE",15.4814814814815,2.73964456652043,4
"232",534,46.8995,-94.3849,255,11135,2014,7,186,"RL",92.8888888888889,4.53140403574848,21
"233",534,46.8995,-94.3849,255,11135,2014,7,186,"RP",1.48148148148148,0.393042588109607,4
"234",534,46.8995,-94.3849,255,11670,2015,7,188,"RE",25.1333333333333,3.2241949863458,3
"235",534,46.8995,-94.3849,255,11670,2015,7,188,"RL",95,4.55387689160054,27
"236",534,46.8995,-94.3849,255,11670,2015,7,188,"RP",2.26666666666667,0.818310323513951,5
"237",534,46.8995,-94.3849,255,12570,2016,7,188,"RE",6.88888888888889,1.92990980770887,4
"238",534,46.8995,-94.3849,255,12570,2016,7,188,"RL",52.2222222222222,3.95550811736788,21
"239",534,46.8995,-94.3849,255,12570,2016,7,188,"RP",4.51851851851852,1.50818417872893,5
"240",534,46.8995,-94.3849,255,13024,2017,7,184,"RE",0.173913043478261,-1.74919985480926,2
"241",534,46.8995,-94.3849,255,13024,2017,7,184,"RL",16.4347826086957,2.79939997969044,22
"242",534,46.8995,-94.3849,255,13024,2017,7,184,"RP",6.26086956521739,1.83431908364685,6
"243",534,46.9495,-94.7646,611,13029,2017,6,174,"RE",4.6875,1.54489939129653,3
"244",534,46.9495,-94.7646,611,13029,2017,6,174,"RL",43.5625,3.77419668852074,21
"245",534,46.9495,-94.7646,611,13029,2017,6,174,"RP",7.25,1.98100146886658,5
"246",534,46.985,-94.8437,611,1281,2003,6,178,"RE",0.616740088105727,-0.483307594872098,2
"247",534,46.985,-94.8437,611,1281,2003,6,178,"RL",103.083700440529,4.63554128386439,24
"248",534,46.985,-94.8437,611,1281,2003,6,178,"RP",5.99118942731278,1.7902899612487,4
"249",534,46.985,-94.8437,611,1374,2002,6,179,"RE",0.636363636363636,-0.451985123743057,2
"250",534,46.985,-94.8437,611,1374,2002,6,179,"RL",130.909090909091,4.87450311977168,26
"251",534,46.985,-94.8437,611,1374,2002,6,179,"RP",4,1.38629436111989,4
"252",534,46.985,-94.8437,611,1585,2000,6,182,"RL",99.7727272727273,4.60289487215096,24
"253",534,46.985,-94.8437,611,1585,2000,6,182,"RP",4.43181818181818,1.48880992464549,5
"254",534,46.985,-94.8437,611,1596,2001,6,181,"RE",0.252100840336134,-1.37792611144937,1
"255",534,46.985,-94.8437,611,1596,2001,6,181,"RL",87.3949579831933,4.47043759201793,25
"256",534,46.985,-94.8437,611,1596,2001,6,181,"RP",1.68067226890756,0.519193873436507,4
"257",534,46.985,-94.8437,611,1776,2004,7,183,"RL",66.110183639399,4.19132279912712,24
"258",534,46.985,-94.8437,611,1776,2004,7,183,"RP",2.25375626043406,0.812598273317026,2
"259",534,46.985,-94.8437,611,1786,2005,7,182,"RE",0.666666666666667,-0.405465108108164,4
"260",534,46.985,-94.8437,611,1786,2005,7,182,"RL",69.5833333333333,4.24252507506286,26
"261",534,46.985,-94.8437,611,1786,2005,7,182,"RP",3,1.09861228866811,6
"262",534,46.985,-94.8437,611,6378,2006,6,180,"RE",0.4,-0.916290731874155,2
"263",534,46.985,-94.8437,611,6378,2006,6,180,"RL",85.6,4.4496852831477,24
"264",534,46.985,-94.8437,611,6378,2006,6,180,"RP",13.7,2.61739583283408,5
"265",534,46.985,-94.8437,611,7158,2007,6,177,"RE",6.52631578947368,1.8758425864386,3
"266",534,46.985,-94.8437,611,7158,2007,6,177,"RL",63.4736842105263,4.15062539812069,30
"267",534,46.985,-94.8437,611,7158,2007,6,177,"RP",4,1.38629436111989,3
"268",534,46.985,-94.8437,611,8439,2008,6,178,"RL",83.5555555555556,4.42551174661362,22
"269",534,46.985,-94.8437,611,8439,2008,6,178,"RP",3.66666666666667,1.29928298413026,7
"270",534,46.985,-94.8437,611,8891,2009,6,177,"RE",0.636363636363636,-0.451985123743057,2
"271",534,46.985,-94.8437,611,8891,2009,6,177,"RL",93.2727272727273,4.53552775293234,21
"272",534,46.985,-94.8437,611,8891,2009,6,177,"RP",3.18181818181818,1.15745278869104,5
"273",534,46.985,-94.8437,611,9350,2010,6,178,"RE",1.2,0.182321556793955,2
"274",534,46.985,-94.8437,611,9350,2010,6,178,"RL",24.88,3.21406426787098,25
"275",534,46.985,-94.8437,611,9350,2010,6,178,"RP",3.92,1.36609165380237,7
"276",534,46.985,-94.8437,611,9855,2011,6,176,"RE",0.454545454545455,-0.78845736036427,2
"277",534,46.985,-94.8437,611,9855,2011,6,176,"RL",22.7272727272727,3.12356564506388,22
"278",534,46.985,-94.8437,611,9855,2011,6,176,"RP",7.45454545454545,2.00882397446588,7
"279",534,46.985,-94.8437,611,10435,2012,6,176,"RE",1.2,0.182321556793955,3
"280",534,46.985,-94.8437,611,10435,2012,6,176,"RL",96.48,4.56933573297888,23
"281",534,46.985,-94.8437,611,10435,2012,6,176,"RP",9.12,2.21046980408624,6
"282",534,46.985,-94.8437,611,10801,2013,6,175,"RL",120.615384615385,4.79260684344882,20
"283",534,46.985,-94.8437,611,10801,2013,6,175,"RP",7.23076923076923,1.97834542480847,4
"284",534,46.985,-94.8437,611,11154,2014,6,174,"RE",0.695652173913043,-0.362905493689368,2
"285",534,46.985,-94.8437,611,11154,2014,6,174,"RL",86.8695652173913,4.46440774327935,21
